position,frequency,named_entity,score
0.0,0.0,0.1,0.5083437448470514
0.0,0.1,0.0,0.4383261054822027
0.0,0.3,0.5,0.42123555399093365
0.2,0.5,0.5,0.44220598224602575
0.1,0.7,0.7,0.43788854919224535
0.2,0.0,0.9,0.5023290388788725
0.1,0.8,0.5,0.43313204607793665
0.1,0.7,0.9,0.43788854919224535
0.1,0.1,0.7,0.4256132561328083
0.1,0.8,0.3,0.425180450380071
0.1,0.8,0.1,0.4384243415015093
0.3,0.9,0.7,0.41402244766756846
0.3,0.8,0.7,0.4378885491922452
0.1,0.9,0.9,0.4303125777597432
0.2,0.9,0.8,0.4378885491922452
0.2,0.1,0.2,0.4273884900753904
0.3,0.2,0.5,0.4226585707477626
0.2,0.2,0.9,0.4340562834993896
0.5,0.0,0.1,0.41057308533638776
0.6,0.9,0.0,0.441915492686006
0.3,0.4,0.2,0.4419154926860059
0.2,0.7,0.8,0.44225674459875847
0.0,0.3,0.1,0.4066876004784904
0.2,0.1,0.5,0.468795497522303
0.1,0.7,0.2,0.48693806538114937
0.2,0.1,0.8,0.4273884900753902
0.2,0.8,0.7,0.43788854919224507
0.2,0.4,0.7,0.4378885491922452
0.3,0.0,0.7,0.41057308533638787
0.3,0.1,0.9,0.42521463545410537
0.2,0.0,0.5,0.49168007808331826
0.2,0.6,0.1,0.4259258080653142
0.2,0.5,0.2,0.4378885491922452
0.1,0.9,0.7,0.43788854919224535
0.9,0.4,0.3,0.427439716536499
0.0,0.2,0.7,0.46850808946619515
0.1,0.7,0.4,0.48693806538114937
0.5,0.3,0.8,0.42345218361783654
0.4,0.4,0.7,0.43405628349938946
0.5,0.6,0.0,0.44191549268600605
0.5,0.2,0.0,0.42055354386867805
0.2,0.7,0.4,0.44225674459875847
0.5,0.8,0.2,0.43300401274511474
0.6,0.1,0.2,0.45733040258615043
0.2,0.9,0.9,0.4522504474254864
0.4,0.3,0.1,0.4257604563722149
0.1,0.7,0.6,0.511228903425162
0.2,0.1,0.0,0.5213241525104696
0.8,0.7,0.6,0.4257604563722149
0.0,0.3,0.4,0.4273218947305689
0.2,0.4,0.1,0.5098682479623462
0.4,0.6,0.5,0.4419154926860058
0.1,0.7,0.8,0.5301113297509121
0.1,0.9,0.5,0.44261500919061
0.2,0.9,0.4,0.4378885491922452
0.0,0.2,0.5,0.47066610140157
0.1,0.8,0.0,0.5391637252487268
