position,frequency,conjunction,adjectives_adverbs,score
1.0,1.0,1.0,0.9,0.5900740534587255
1.0,1.0,1.0,0.7,0.4485646245490039
1.0,1.0,1.0,0.3,0.7989319039874138
1.0,1.0,1.0,0.1,0.8665569775681349
1.0,1.0,0.9,1.0,0.41431273804936136
1.0,1.0,0.9,0.9,0.41431273804936136
1.0,1.0,0.9,0.8,0.5900740534587255
1.0,1.0,0.9,0.7,0.5449671601498073
1.0,1.0,0.9,0.6,0.4485646245490039
1.0,1.0,0.9,0.5,0.5326426150463344
1.0,1.0,0.9,0.4,0.6402753985831984
1.0,1.0,0.9,0.3,0.83582213728375
1.0,1.0,0.9,0.2,0.7989319039874138
1.0,1.0,0.9,0.1,0.8343774342674425
1.0,1.0,0.9,0.0,0.8665569775681349
1.0,1.0,0.8,0.9,0.41431273804936136
1.0,1.0,0.8,0.7,0.5900740534587255
1.0,1.0,0.8,0.5,0.4485646245490039
1.0,1.0,0.8,0.3,0.6402753985831984
1.0,1.0,0.8,0.1,0.7989319039874138
1.0,1.0,0.7,1.0,0.24452220247829767
1.0,1.0,0.7,0.9,0.3028478783654783
1.0,1.0,0.7,0.8,0.41431273804936136
1.0,1.0,0.7,0.7,0.41431273804936136
1.0,1.0,0.7,0.6,0.5900740534587255
1.0,1.0,0.7,0.5,0.5449671601498073
1.0,1.0,0.7,0.4,0.4485646245490039
1.0,1.0,0.7,0.3,0.5326426150463344
1.0,1.0,0.7,0.2,0.6402753985831984
1.0,1.0,0.7,0.1,0.83582213728375
1.0,1.0,0.7,0.0,0.7854267136451873
1.0,1.0,0.6,0.9,0.24452220247829767
1.0,1.0,0.6,0.7,0.41431273804936136
1.0,1.0,0.6,0.5,0.5900740534587255
1.0,1.0,0.6,0.3,0.4485646245490039
1.0,1.0,0.6,0.1,0.6402753985831984
1.0,1.0,0.5,0.9,0.24452220247829767
1.0,1.0,0.5,0.8,0.24452220247829767
1.0,1.0,0.5,0.7,0.3028478783654783
1.0,1.0,0.5,0.6,0.41431273804936136
1.0,1.0,0.5,0.4,0.5900740534587255
1.0,1.0,0.5,0.3,0.5449671601498073
1.0,1.0,0.5,0.2,0.4485646245490039
1.0,1.0,0.5,0.1,0.5326426150463344
1.0,1.0,0.4,0.9,0.2083857857204431
1.0,1.0,0.4,0.7,0.24452220247829767
1.0,1.0,0.4,0.5,0.41431273804936136
1.0,1.0,0.4,0.3,0.5900740534587255
1.0,1.0,0.4,0.1,0.4485646245490039
1.0,1.0,0.3,1.0,0.2584450647608095
1.0,1.0,0.3,0.9,0.2395974783238317
1.0,1.0,0.3,0.8,0.2083857857204431
1.0,1.0,0.3,0.7,0.24452220247829767
1.0,1.0,0.3,0.6,0.24452220247829767
1.0,1.0,0.3,0.5,0.3028478783654783
1.0,1.0,0.3,0.4,0.41431273804936136
1.0,1.0,0.3,0.3,0.41431273804936136
1.0,1.0,0.3,0.2,0.5900740534587255
1.0,1.0,0.3,0.1,0.5449671601498073
1.0,1.0,0.3,0.0,0.4485646245490039
