position,frequency,named_entity,score
1.0,1.0,0.9,0.175926207394
1.0,1.0,0.7,0.127205767918
1.0,1.0,0.3,0.122048227779
1.0,1.0,0.1,0.0135522024566
1.0,0.9,1.0,0.216096220599
1.0,0.9,0.9,0.201508502754
1.0,0.9,0.8,0.156061608815
1.0,0.9,0.7,0.10267742309
1.0,0.9,0.6,0.127205767918
1.0,0.9,0.5,0.122419841657
1.0,0.9,0.4,0.09322677562
1.0,0.9,0.3,0.09322677562
1.0,0.9,0.2,0.115677353356
1.0,0.9,0.1,0.0135522024566
1.0,0.9,0.0,0.0360927525625
1.0,0.8,0.9,0.251797086558
1.0,0.8,0.7,0.133768137334
1.0,0.8,0.5,0.162906633878
1.0,0.8,0.3,0.199247243864
1.0,0.8,0.1,0.0492530684163
1.0,0.7,1.0,0.251797086558
1.0,0.7,0.9,0.251797086558
1.0,0.7,0.8,0.251797086558
1.0,0.7,0.7,0.191762474775
1.0,0.7,0.6,0.138378289049
1.0,0.7,0.5,0.162906633878
1.0,0.7,0.4,0.158120707616
1.0,0.7,0.3,0.199247243864
1.0,0.7,0.2,0.199247243864
1.0,0.7,0.1,0.134679089827
1.0,0.7,0.0,0.0717936185222
1.0,0.6,0.9,0.259003171773
1.0,0.6,0.7,0.218833158568
1.0,0.6,0.5,0.145584374264
1.0,0.6,0.3,0.206453329078
1.0,0.6,0.1,0.113063722882
1.0,0.5,0.9,0.260903491974
1.0,0.5,0.8,0.260903491974
1.0,0.5,0.7,0.260903491974
1.0,0.5,0.6,0.220733478769
1.0,0.5,0.4,0.217804296749
1.0,0.5,0.3,0.242332641578
1.0,0.5,0.2,0.249163242606
1.0,0.5,0.1,0.1810674375
1.0,0.4,0.9,0.366276343808
1.0,0.4,0.7,0.366276343808
1.0,0.4,0.5,0.306241732025
1.0,0.4,0.3,0.347705493412
1.0,0.4,0.1,0.192986439635
1.0,0.3,1.0,0.254994971409
1.0,0.3,0.9,0.254994971409
1.0,0.3,0.8,0.254994971409
1.0,0.3,0.7,0.254994971409
1.0,0.3,0.6,0.254994971409
1.0,0.3,0.5,0.214824958204
1.0,0.3,0.4,0.26527996191
1.0,0.3,0.3,0.211895776184
1.0,0.3,0.2,0.184466134388
1.0,0.3,0.1,0.0
1.0,0.3,0.0,0.0523415187387
1.0,0.2,0.9,0.286847563749
1.0,0.2,0.7,0.286847563749
1.0,0.2,0.5,0.357167166033
1.0,0.2,0.3,0.29713255425
1.0,0.2,0.1,0.0274294990622
1.0,0.1,1.0,0.437743427595
1.0,0.1,0.9,0.437743427595
1.0,0.1,0.8,0.437743427595
1.0,0.1,0.7,0.437743427595
1.0,0.1,0.6,0.437743427595
1.0,0.1,0.5,0.508063029879
1.0,0.1,0.4,0.482480734518
1.0,0.1,0.3,0.448028418096
1.0,0.1,0.2,0.459880044833
1.0,0.1,0.1,0.106120725931
1.0,0.1,0.0,0.0772090307561
1.0,0.0,0.9,0.551906794198
1.0,0.0,0.7,0.551906794198
1.0,0.0,0.3,0.618805350888
1.0,0.0,0.1,0.375509504467
0.9,1.0,1.0,0.241078292875
0.9,1.0,0.9,0.20090827967
0.9,1.0,0.8,0.127659495366
0.9,1.0,0.7,0.152187840194
0.9,1.0,0.6,0.147401913933
0.9,1.0,0.5,0.147401913933
0.9,1.0,0.4,0.118208847896
0.9,1.0,0.3,0.147030300055
0.9,1.0,0.2,0.102642239942
0.9,1.0,0.0,0.0385342747325
0.9,0.9,1.0,0.216096220599
0.9,0.9,0.8,0.156061608815
0.9,0.9,0.7,0.10267742309
0.9,0.9,0.5,0.122419841657
0.9,0.9,0.4,0.09322677562
0.9,0.9,0.2,0.115677353356
0.9,0.9,0.1,0.0231440357792
0.9,0.8,1.0,0.216096220599
0.9,0.8,0.9,0.216096220599
0.9,0.8,0.8,0.201508502754
0.9,0.8,0.7,0.156061608815
0.9,0.8,0.6,0.10267742309
0.9,0.8,0.5,0.127205767918
0.9,0.8,0.4,0.122419841657
0.9,0.8,0.3,0.09322677562
0.9,0.8,0.2,0.203850431396
0.9,0.8,0.1,0.0231440357792
0.9,0.8,0.0,0.0360927525625
0.9,0.7,1.0,0.251797086558
0.9,0.7,0.9,0.251797086558
0.9,0.7,0.8,0.251797086558
0.9,0.7,0.7,0.211627073353
0.9,0.7,0.6,0.133768137334
0.9,0.7,0.5,0.162906633878
0.9,0.7,0.4,0.158120707616
0.9,0.7,0.3,0.12892764158
0.9,0.7,0.2,0.199247243864
0.9,0.7,0.1,0.101561009621
0.9,0.7,0.0,0.0717936185222
0.9,0.6,1.0,0.259003171773
0.9,0.6,0.8,0.259003171773
0.9,0.6,0.7,0.259003171773
0.9,0.6,0.5,0.145584374264
0.9,0.6,0.4,0.170112719093
0.9,0.6,0.2,0.206453329078
0.9,0.6,0.1,0.122655556205
0.9,0.5,1.0,0.259003171773
0.9,0.5,0.9,0.259003171773
0.9,0.5,0.8,0.259003171773
0.9,0.5,0.7,0.259003171773
0.9,0.5,0.6,0.218833158568
0.9,0.5,0.5,0.198968559989
0.9,0.5,0.4,0.145584374264
0.9,0.5,0.3,0.240432321377
0.9,0.5,0.2,0.206453329078
0.9,0.5,0.1,0.210828634245
0.9,0.5,0.0,0.0577459052478
0.9,0.4,1.0,0.27746689852
0.9,0.4,0.9,0.27746689852
0.9,0.4,0.8,0.27746689852
0.9,0.4,0.7,0.27746689852
0.9,0.4,0.6,0.27746689852
0.9,0.4,0.5,0.237296885315
0.9,0.4,0.4,0.159437949296
0.9,0.4,0.3,0.258896048124
0.9,0.4,0.2,0.236859085821
0.9,0.4,0.1,0.125251429003
0.9,0.4,0.0,0.00687810227498
0.9,0.3,1.0,0.254994971409
0.9,0.3,0.8,0.254994971409
0.9,0.3,0.7,0.254994971409
0.9,0.3,0.5,0.229412676048
0.9,0.3,0.4,0.26527996191
0.9,0.3,0.2,0.184466134388
0.9,0.3,0.1,0.109166742409
0.9,0.2,1.0,0.285790752658
0.9,0.2,0.9,0.285790752658
0.9,0.2,0.8,0.285790752658
0.9,0.2,0.7,0.285790752658
0.9,0.2,0.6,0.285790752658
0.9,0.2,0.5,0.285790752658
0.9,0.2,0.4,0.315940341738
0.9,0.2,0.3,0.296075743159
0.9,0.2,0.2,0.242691557434
0.9,0.2,0.1,0.0370213323848
0.9,0.2,0.0,0.080264661559
0.9,0.1,1.0,0.4361022203
0.9,0.1,0.9,0.4361022203
0.9,0.1,0.8,0.4361022203
0.9,0.1,0.7,0.4361022203
0.9,0.1,0.6,0.4361022203
0.9,0.1,0.5,0.4361022203
0.9,0.1,0.4,0.506421822584
0.9,0.1,0.3,0.446387210801
0.9,0.1,0.2,0.458238837538
0.9,0.1,0.1,0.117038310523
0.9,0.1,0.0,0.0772090307561
0.9,0.0,1.0,0.551906794198
0.9,0.0,0.8,0.551906794198
0.9,0.0,0.7,0.551906794198
0.9,0.0,0.5,0.622226396483
0.9,0.0,0.4,0.622226396483
0.9,0.0,0.2,0.59894075231
0.9,0.0,0.1,0.375509504467
0.8,1.0,0.9,0.22649057503
0.8,1.0,0.7,0.188181691778
0.8,1.0,0.5,0.183395765516
0.8,1.0,0.3,0.183024151639
0.8,1.0,0.1,0.0841199596388
0.8,0.9,1.0,0.241078292875
0.8,0.9,0.9,0.241078292875
0.8,0.9,0.8,0.20090827967
0.8,0.9,0.7,0.127659495366
0.8,0.9,0.6,0.152187840194
0.8,0.9,0.5,0.147401913933
0.8,0.9,0.4,0.147401913933
0.8,0.9,0.3,0.147030300055
0.8,0.9,0.2,0.102642239942
0.8,0.9,0.1,0.0481261080551
0.8,0.9,0.0,0.0385342747325
0.8,0.8,0.9,0.216096220599
0.8,0.8,0.7,0.156061608815
0.8,0.8,0.5,0.127205767918
0.8,0.8,0.3,0.09322677562
0.8,0.8,0.1,0.0231440357792
0.8,0.7,1.0,0.251797086558
0.8,0.7,0.9,0.251797086558
0.8,0.7,0.8,0.251797086558
0.8,0.7,0.7,0.237209368714
0.8,0.7,0.6,0.133768137334
0.8,0.7,0.5,0.162906633878
0.8,0.7,0.4,0.158120707616
0.8,0.7,0.3,0.12892764158
0.8,0.7,0.2,0.199247243864
0.8,0.7,0.1,0.101561009621
0.8,0.7,0.0,0.0717936185222
0.8,0.6,0.9,0.251797086558
0.8,0.6,0.7,0.251797086558
0.8,0.6,0.5,0.138378289049
